NPRODUCTO,CONCURSO,F1,F2,F3,F4,F5,F6,F7,BOLSA,FECHA
30,43,6,16,19,25,30,38,22,6000000,2010-10-26
30,42,1,19,28,29,31,37,26,5500000,2010-10-23
30,41,7,10,13,15,17,21,11,5000000,2010-10-19
30,40,5,17,20,26,31,37,23,13500000,2010-10-16
30,39,8,15,18,24,26,33,29,12500000,2010-10-12
30,38,3,11,15,18,20,26,7,11500000,2010-10-09
30,37,3,4,13,24,28,32,7,10500000,2010-10-05
30,36,8,15,22,32,33,37,19,9500000,2010-10-02
30,35,9,17,18,28,37,39,2,8500000,2010-09-28
30,34,2,8,9,25,29,36,3,8000000,2010-09-25
30,33,6,9,12,16,35,36,38,7500000,2010-09-21
30,32,15,20,28,29,37,38,1,7000000,2010-09-18
30,31,11,16,19,20,23,34,2,6500000,2010-09-14
30,30,4,11,14,15,23,35,6,6000000,2010-09-11
30,29,2,4,6,13,17,20,15,5500000,2010-09-07
30,28,1,4,15,27,33,37,3,5000000,2010-09-04
30,27,4,5,9,24,29,37,17,24000000,2010-08-31
30,26,1,12,19,21,30,34,20,23000000,2010-08-28
30,25,11,17,24,26,28,33,38,21500000,2010-08-24
30,24,8,12,20,31,34,37,9,20000000,2010-08-21
30,23,3,17,18,20,24,38,22,19000000,2010-08-17
30,22,1,2,23,28,29,33,4,17500000,2010-08-14
30,21,1,8,20,23,28,35,16,16500000,2010-08-10
30,20,1,7,17,29,31,32,19,15000000,2010-08-07
30,19,11,15,35,37,38,39,24,13500000,2010-08-03
30,18,14,17,20,24,32,37,35,12000000,2010-07-31
30,17,12,18,21,22,32,37,19,11000000,2010-07-27
30,16,2,5,8,26,32,34,31,10000000,2010-07-24
30,15,2,10,23,32,33,39,7,9000000,2010-07-20
30,14,9,22,26,27,28,37,35,8500000,2010-07-17
30,13,1,2,4,12,17,33,8,8000000,2010-07-13
30,12,6,20,30,33,34,36,35,7000000,2010-07-10
30,11,2,6,12,25,28,31,18,6500000,2010-07-06
30,10,8,13,18,19,21,34,14,6000000,2010-07-03
30,9,9,11,15,20,31,36,23,5500000,2010-06-29
30,8,1,2,5,6,10,11,15,5000000,2010-06-26
30,7,5,16,26,31,34,35,2,6500000,2010-06-22
30,6,2,9,11,22,26,27,20,6000000,2010-06-19
30,5,1,3,7,21,24,32,13,5500000,2010-06-15
30,4,3,4,18,21,22,26,13,5000000,2010-06-12
30,3,15,16,23,27,35,37,26,6500000,2010-06-08
30,2,5,6,8,19,21,33,13,6000000,2010-06-05
30,1,6,13,14,21,25,35,37,5500000,2010-06-01
