SORTEO,R1,R2,R3,R4,R5,FECHA
14217,7,2,6,1,7,2011-11-16
14215,3,5,0,4,3,2011-11-15
14209,9,6,2,5,6,2011-11-13
14186,1,0,0,1,6,2011-11-05
14165,8,0,7,8,6,2011-10-29
14159,2,9,6,7,6,2011-10-27
14158,3,0,0,6,3,2011-10-27
14154,9,7,2,7,6,2011-10-26
14151,5,4,1,8,5,2011-10-25
14119,7,7,4,4,0,2011-10-14
14112,6,5,0,1,2,2011-10-12
14103,3,5,0,4,3,2011-10-09
14098,4,3,3,0,6,2011-10-07
14091,1,8,9,7,3,2011-10-05
14084,7,1,8,2,3,2011-10-02
14055,8,1,2,5,8,2011-09-23
14050,9,3,0,3,7,2011-09-21
14039,0,2,0,2,5,2011-09-17
14034,6,7,8,4,3,2011-09-16
14032,9,2,2,6,5,2011-09-15
14018,6,8,3,8,7,2011-09-10
14015,8,1,5,0,2,2011-09-09
14009,5,9,0,3,5,2011-09-07
14008,5,6,9,7,3,2011-09-07
14001,8,4,5,6,0,2011-09-05
13992,6,1,7,2,0,2011-09-02
13972,9,5,4,7,2,2011-08-26
13948,7,4,3,5,0,2011-08-18
13946,0,9,3,0,2,2011-08-17
13941,8,7,7,0,6,2011-08-16
13938,1,4,0,9,1,2011-08-15
13936,6,2,6,1,8,2011-08-14
13925,8,4,6,5,8,2011-08-10
13924,4,0,2,2,8,2011-08-10
13921,7,0,2,2,3,2011-08-09
13911,6,6,3,1,1,2011-08-06
13908,6,0,0,2,2,2011-08-05
13902,5,6,2,4,4,2011-08-03
13901,6,7,0,5,2,2011-08-02
13900,5,9,7,1,9,2011-08-02
13889,4,4,0,3,3,2011-07-29
13888,0,1,3,0,6,2011-07-29
13881,4,7,2,8,1,2011-07-27
13879,5,9,2,2,2,2011-07-26
13878,9,6,6,6,7,2011-07-26
13875,4,0,7,6,8,2011-07-25
13871,3,3,1,0,0,2011-07-23
13869,3,5,9,5,9,2011-07-22
13867,7,7,5,1,9,2011-07-21
13868,5,5,5,4,5,2011-07-21
13864,8,4,3,4,6,2011-07-19
13852,5,3,7,0,2,2011-07-13
13848,5,1,3,4,9,2011-07-11
13835,1,6,4,5,0,2011-07-05
13833,8,2,1,2,5,2011-07-04
13832,4,5,5,3,9,2011-07-03
13829,0,8,7,4,9,2011-07-02
13825,9,5,8,5,7,2011-06-30
13813,5,9,9,4,7,2011-06-24
13805,5,2,4,4,9,2011-06-20
13804,2,0,0,0,7,2011-06-19
13801,7,2,5,3,2,2011-06-18
13794,3,4,0,9,8,2011-06-14
13785,8,6,0,2,1,2011-06-10
13781,7,6,1,8,2,2011-06-08
13771,7,5,3,8,9,2011-06-03
13759,3,5,0,8,4,2011-05-28
13757,3,5,5,0,2,2011-05-27
13753,9,5,3,3,3,2011-05-25
13749,8,8,5,0,7,2011-05-23
13747,3,2,6,0,1,2011-05-22
13744,1,0,0,1,8,2011-05-20
13736,0,5,3,5,7,2011-05-16
13735,3,0,5,3,1,2011-05-16
13714,9,4,0,3,4,2011-05-05
13712,9,0,4,0,7,2011-05-04
13703,0,8,2,0,2,2011-04-30
13701,2,7,9,7,0,2011-04-29
13686,5,7,2,8,8,2011-04-21
13684,6,0,0,1,3,2011-04-20
13674,0,8,6,3,0,2011-04-15
13668,5,2,4,5,7,2011-04-12
13661,1,3,3,9,8,2011-04-09
13643,4,9,7,7,4,2011-03-31
13640,7,0,6,8,4,2011-03-29
13636,8,3,0,8,6,2011-03-27
13634,9,6,2,5,6,2011-03-26
13633,3,7,2,9,6,2011-03-26
13628,8,3,6,6,2,2011-03-23
13620,1,0,8,7,3,2011-03-19
13609,4,6,9,9,5,2011-03-14
13604,3,5,8,7,8,2011-03-11
13602,3,1,3,8,3,2011-03-10
13598,4,6,6,4,0,2011-03-08
13587,2,2,8,2,1,2011-03-03
13586,3,5,0,8,4,2011-03-02
13579,0,0,1,6,0,2011-02-27
13578,5,8,7,1,4,2011-02-26
13574,0,6,4,0,7,2011-02-24
13549,4,4,5,1,7,2011-02-12
13547,8,5,6,0,6,2011-02-11
13537,8,6,4,2,9,2011-02-06
13536,6,5,7,5,3,2011-02-05
13526,0,2,9,7,5,2011-01-31
13523,8,2,9,2,4,2011-01-30
13520,0,6,1,4,5,2011-01-28
13505,5,6,5,1,3,2011-01-21
13506,7,0,2,2,3,2011-01-21
13501,5,1,7,1,2,2011-01-19
13495,1,1,6,5,0,2011-01-16
13489,9,5,2,0,2,2011-01-13
13481,2,6,8,1,6,2011-01-09
13477,8,8,5,8,5,2011-01-07
13469,8,6,6,1,1,2011-01-03
13459,8,7,7,1,2,2010-12-29
13458,2,5,4,6,6,2010-12-28
13436,5,8,6,1,4,2010-12-17
13420,2,4,2,5,4,2010-12-09
13394,1,2,0,4,8,2010-11-26
13393,7,6,1,8,2,2010-11-26
13387,8,7,7,1,2,2010-11-23
13385,9,2,0,6,8,2010-11-22
13379,7,9,1,0,6,2010-11-19
13362,3,9,0,8,2,2010-11-10
13358,4,5,8,9,5,2010-11-08
13355,4,2,5,7,7,2010-11-07
13337,8,8,6,3,2,2010-10-29
13333,5,8,6,3,8,2010-10-27
13324,2,3,2,2,4,2010-10-22
13317,8,9,7,5,6,2010-10-19
13314,3,0,4,2,0,2010-10-17
13307,2,3,1,5,8,2010-10-14
13306,8,8,0,0,1,2010-10-13
13300,8,5,5,4,1,2010-10-10
13293,5,4,3,1,8,2010-10-07
13252,0,7,7,8,2,2010-09-16
13250,2,0,6,6,7,2010-09-15
13244,5,0,2,4,4,2010-09-12
13243,0,0,1,5,3,2010-09-12
13240,5,7,2,3,9,2010-09-10
13239,8,8,5,8,5,2010-09-10
13238,3,0,4,5,2,2010-09-09
13222,4,8,7,4,7,2010-09-01
13220,9,7,4,8,2,2010-08-31
13218,6,9,8,0,7,2010-08-30
13203,8,0,3,0,4,2010-08-23
13202,2,5,4,6,6,2010-08-22
13197,0,8,2,0,8,2010-08-20
13198,2,7,1,8,5,2010-08-20
13188,0,4,0,5,7,2010-08-15
13187,7,7,7,9,6,2010-08-15
13182,2,1,9,2,8,2010-08-12
13176,5,2,4,5,7,2010-08-09
13151,4,7,6,8,6,2010-07-28
13146,7,7,6,6,7,2010-07-25
13141,8,6,6,1,1,2010-07-23
13135,9,1,8,4,6,2010-07-20
13117,6,6,8,8,4,2010-07-11
13105,7,4,7,5,5,2010-07-05
13084,3,3,9,2,0,2010-06-24
13065,4,9,2,7,5,2010-06-15
13062,1,9,9,9,0,2010-06-13
13039,1,2,6,5,8,2010-06-02
13029,2,3,9,8,7,2010-05-28
13024,7,2,6,0,9,2010-05-25
13014,8,8,0,8,1,2010-05-20
13012,7,4,7,1,9,2010-05-19
13010,3,4,5,3,7,2010-05-18
13006,5,0,6,4,3,2010-05-16
13003,5,8,2,2,1,2010-05-15
13000,1,9,5,4,6,2010-05-13
12991,5,4,5,3,4,2010-05-09
12974,8,4,4,3,2,2010-04-30
12968,1,9,9,9,0,2010-04-27
12966,5,7,6,3,9,2010-04-26
12958,8,7,4,8,9,2010-04-22
12954,4,2,3,1,5,2010-04-20
12951,3,7,5,1,3,2010-04-19
12947,3,2,9,5,0,2010-04-17
12942,7,3,1,7,1,2010-04-14
12930,0,0,7,6,0,2010-04-08
12915,8,3,0,8,6,2010-04-01
12889,8,3,2,8,7,2010-03-19
12884,3,5,4,5,1,2010-03-16
12879,0,1,5,4,3,2010-03-14
12873,5,9,0,9,7,2010-03-11
12870,0,9,3,0,2,2010-03-09
12866,8,1,8,7,4,2010-03-07
12863,0,3,7,4,3,2010-03-06
12855,9,7,1,4,7,2010-03-02
12840,1,3,2,3,8,2010-02-22
12831,2,3,9,4,5,2010-02-18
12824,2,0,3,3,2,2010-02-14
12817,5,1,3,4,9,2010-02-11
12812,0,9,8,7,3,2010-02-08
12807,9,0,8,8,0,2010-02-06
12795,1,0,7,3,6,2010-01-31
12793,2,1,9,3,7,2010-01-30
12789,6,0,0,2,2,2010-01-28
12787,3,2,4,9,2,2010-01-27
12776,4,4,9,9,2,2010-01-21
12774,3,5,4,3,0,2010-01-20
12773,9,1,5,2,5,2010-01-20
12771,5,1,7,3,2,2010-01-19
12769,6,7,5,1,3,2010-01-18
12764,2,0,2,2,5,2010-01-15
12762,7,0,2,2,3,2010-01-14
12761,4,0,7,8,1,2010-01-14
12753,8,3,5,1,6,2010-01-10
12737,2,8,7,5,1,2010-01-02
12724,0,2,0,2,5,2009-12-26
12718,9,3,2,2,6,2009-12-23
12706,4,1,1,5,3,2009-12-17
12685,9,1,5,3,4,2009-12-07
12663,8,2,2,7,4,2009-11-26
12637,9,8,0,7,0,2009-11-13
12635,7,5,3,8,9,2009-11-12
12615,6,4,4,3,6,2009-11-02
12611,9,7,2,5,4,2009-10-31
12612,0,8,5,0,5,2009-10-31
12607,2,6,8,1,6,2009-10-29
12597,3,6,4,6,3,2009-10-24
12593,8,9,7,6,1,2009-10-22
12589,9,2,1,0,4,2009-10-20
12587,7,1,2,2,2,2009-10-19
12574,3,9,4,8,4,2009-10-12
12557,0,9,0,5,8,2009-10-04
12556,4,9,4,3,3,2009-10-03
12532,2,1,6,8,4,2009-09-21
12530,2,4,5,4,6,2009-09-20
12525,7,9,9,7,2,2009-09-18
12519,3,1,7,4,4,2009-09-15
12501,8,1,0,4,3,2009-09-06
12500,7,7,7,9,6,2009-09-05
12497,2,0,3,2,0,2009-09-04
12495,0,7,1,8,0,2009-09-03
12484,1,8,9,7,3,2009-08-28
12479,0,4,9,2,4,2009-08-26
12471,4,5,4,9,8,2009-08-22
12462,3,9,9,5,4,2009-08-17
12453,6,2,5,6,2,2009-08-13
12451,7,9,8,0,9,2009-08-12
12429,2,6,6,4,5,2009-08-01
12403,7,6,6,5,9,2009-07-19
12383,9,7,6,3,9,2009-07-09
12378,8,1,5,0,2,2009-07-06
12377,1,4,8,8,3,2009-07-06
12373,5,3,8,9,3,2009-07-04
12371,3,0,1,2,6,2009-07-03
12362,4,7,7,3,9,2009-06-28
12360,6,4,2,9,7,2009-06-27
12359,1,2,7,5,6,2009-06-27
12354,3,0,3,9,7,2009-06-24
12350,8,3,2,8,9,2009-06-22
12345,1,0,5,6,3,2009-06-20
12339,9,7,6,3,9,2009-06-17
12335,4,2,8,6,0,2009-06-15
12326,3,7,1,7,4,2009-06-10
12316,8,3,5,6,8,2009-06-05
12313,5,2,3,7,5,2009-06-04
12305,2,6,9,6,5,2009-05-31
12302,2,8,1,4,4,2009-05-29
12295,4,5,0,4,5,2009-05-26
12221,0,1,4,3,9,2009-04-19
12202,9,7,3,0,1,2009-04-09
12199,8,0,6,9,1,2009-04-08
12196,1,7,6,2,8,2009-04-06
12194,6,1,5,6,6,2009-04-05
12190,9,5,8,1,5,2009-04-03
12185,8,7,1,0,0,2009-04-01
12176,4,9,2,7,5,2009-03-27
12162,5,9,8,7,4,2009-03-20
12152,7,2,5,3,2,2009-03-15
12145,2,0,0,9,5,2009-03-12
12137,7,4,6,6,4,2009-03-08
12129,0,0,0,3,7,2009-03-04
12099,5,9,0,3,5,2009-02-17
12098,3,4,1,7,2,2009-02-16
12080,8,8,0,0,1,2009-02-07
12077,2,6,4,7,6,2009-02-06
12073,8,6,5,1,5,2009-02-04
12066,8,6,9,5,6,2009-01-31
12060,4,5,6,5,7,2009-01-28
12059,2,5,1,6,0,2009-01-28
12058,7,5,7,3,3,2009-01-27
12053,0,5,1,0,1,2009-01-25
12048,5,1,8,8,0,2009-01-22
12047,3,2,5,5,9,2009-01-22
12038,2,5,0,5,7,2009-01-17
12025,6,1,5,6,6,2009-01-11
12021,1,2,4,5,7,2009-01-09
12018,2,0,6,5,0,2009-01-07
11989,0,6,8,5,0,2008-12-24
11976,2,3,6,8,7,2008-12-17
11973,2,0,6,5,0,2008-12-16
11971,7,4,7,1,9,2008-12-15
11966,0,3,7,0,2,2008-12-12
11962,9,7,2,1,5,2008-12-10
11944,8,9,6,6,4,2008-12-01
11931,2,4,8,5,9,2008-11-25
11921,1,1,0,5,3,2008-11-20
11912,4,7,1,7,0,2008-11-15
11906,6,2,7,3,1,2008-11-12
11901,7,9,6,5,7,2008-11-10
11893,2,7,9,7,0,2008-11-06
11884,8,3,9,6,7,2008-11-01
11879,1,1,9,8,2,2008-10-30
11864,2,4,8,5,9,2008-10-22
11861,9,5,7,6,7,2008-10-21
11858,1,0,7,9,9,2008-10-19
11856,2,1,6,5,9,2008-10-18
11851,4,8,7,5,1,2008-10-16
11849,1,6,2,2,5,2008-10-15
11847,5,0,3,2,7,2008-10-14
11845,4,8,6,6,2,2008-10-13
11836,2,2,0,7,4,2008-10-08
11834,7,1,3,0,7,2008-10-07
11833,3,7,1,7,1,2008-10-07
11831,6,0,6,6,5,2008-10-06
11828,3,1,0,3,3,2008-10-04
11818,8,8,5,4,3,2008-09-29
11784,6,4,8,8,6,2008-09-12
11779,2,7,9,3,8,2008-09-10
11758,4,5,4,9,8,2008-08-30
11755,6,2,2,2,9,2008-08-29
11748,0,2,2,9,2,2008-08-25
11740,5,9,7,3,9,2008-08-21
11724,5,4,0,3,5,2008-08-13
11722,8,4,3,4,6,2008-08-12
11716,7,0,2,8,0,2008-08-09
11700,6,5,7,5,3,2008-08-01
11695,1,5,6,1,6,2008-07-30
11655,7,3,5,6,3,2008-07-10
11653,5,5,0,6,6,2008-07-09
11652,7,6,5,4,0,2008-07-08
11645,0,9,2,9,4,2008-07-05
11637,5,7,2,3,9,2008-07-01
11628,1,9,5,4,6,2008-06-26
11602,2,8,8,6,6,2008-06-13
11600,2,4,2,5,4,2008-06-12
11591,5,3,3,7,6,2008-06-08
11580,0,4,9,0,1,2008-06-02
11569,1,3,4,9,2,2008-05-28
11565,1,4,0,9,1,2008-05-26
11563,0,0,7,6,0,2008-05-25
11555,3,6,2,2,1,2008-05-21
11537,9,8,1,2,5,2008-05-12
11522,9,0,4,6,5,2008-05-04
11521,3,7,9,5,6,2008-05-04
11520,2,1,9,9,1,2008-05-03
11516,0,4,5,7,3,2008-05-01
11515,3,9,9,5,4,2008-05-01
11514,7,2,6,1,7,2008-04-30
11507,8,3,3,3,0,2008-04-27
11499,7,2,2,6,9,2008-04-23
11498,8,3,2,3,9,2008-04-22
11497,3,5,5,9,5,2008-04-22
11478,6,9,5,5,2,2008-04-12
11461,0,7,1,8,0,2008-04-04
11446,5,2,0,9,9,2008-03-27
11443,0,0,4,7,4,2008-03-26
11439,0,5,3,5,7,2008-03-24
11430,8,2,3,1,2,2008-03-19
11418,5,1,4,8,0,2008-03-13
11414,7,4,2,3,7,2008-03-11
11410,7,2,2,2,5,2008-03-09
11406,5,8,3,0,4,2008-03-07
11401,2,3,2,8,8,2008-03-05
11398,8,8,5,8,4,2008-03-03
11392,4,5,8,1,2,2008-02-29
11390,5,2,8,2,3,2008-02-28
11377,5,1,8,8,0,2008-02-22
11367,8,0,6,4,2,2008-02-17
11366,2,5,3,9,6,2008-02-16
11353,7,4,3,5,0,2008-02-10
11352,1,9,2,6,4,2008-02-09
11325,8,6,9,5,6,2008-01-27
11322,2,7,9,3,8,2008-01-25
11314,3,3,7,9,4,2008-01-21
11309,6,0,7,9,3,2008-01-19
11307,5,1,4,8,9,2008-01-18
11306,0,3,9,6,3,2008-01-17
11302,5,2,0,2,5,2008-01-15
11301,0,2,4,3,6,2008-01-15
11288,9,2,2,3,5,2008-01-08
11241,4,4,8,8,1,2007-12-16
11233,9,1,4,2,4,2007-12-12
11213,3,8,6,8,5,2007-12-02
11212,2,8,8,4,4,2007-12-01
11208,3,5,8,7,8,2007-11-29
11207,8,5,4,7,3,2007-11-29
11191,6,2,5,6,2,2007-11-21
11188,2,0,3,2,0,2007-11-19
11184,7,4,6,6,4,2007-11-17
11166,6,5,0,3,8,2007-11-08
11165,7,8,7,5,6,2007-11-08
11164,7,4,1,3,6,2007-11-07
11163,2,8,1,1,0,2007-11-07
11162,6,0,6,6,5,2007-11-06
11143,0,7,4,5,8,2007-10-28
11140,0,0,1,5,3,2007-10-26
11136,5,4,5,3,4,2007-10-24
11133,1,7,2,7,0,2007-10-23
11131,2,1,9,9,1,2007-10-22
11129,9,9,0,8,0,2007-10-21
11105,9,0,1,5,8,2007-10-09
11097,1,3,7,7,3,2007-10-05
11086,2,4,1,0,5,2007-09-29
11076,2,4,2,2,6,2007-09-24
11072,7,3,2,6,1,2007-09-22
11066,8,3,8,2,1,2007-09-19
11055,8,8,6,3,2,2007-09-14
11044,1,5,4,8,5,2007-09-08
11043,4,8,8,7,3,2007-09-08
11042,9,0,8,3,5,2007-09-07
11034,2,8,5,8,2,2007-09-03
